 #energy      xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.14927244E+03  0.98994661E+06  0.98994661E+06  0.98994661E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14817529E+03  0.94749703E+06  0.94749703E+06  0.94749703E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14709415E+03  0.90406334E+06  0.90406334E+06  0.90406334E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14602868E+03  0.86060313E+06  0.86060313E+06  0.86060313E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14497684E+03  0.82878683E+06  0.82878683E+06  0.82878683E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14394171E+03  0.81851456E+06  0.81851456E+06  0.81851456E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14292126E+03  0.80509237E+06  0.80509237E+06  0.80509237E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14191517E+03  0.77629145E+06  0.77629145E+06  0.77629145E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14092155E+03  0.74339065E+06  0.74339065E+06  0.74339065E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13994333E+03  0.70876465E+06  0.70876465E+06  0.70876465E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13897859E+03  0.67942578E+06  0.67942578E+06  0.67942578E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13802707E+03  0.66276490E+06  0.66276490E+06  0.66276490E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13708696E+03  0.64734178E+06  0.64734178E+06  0.64734178E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13616108E+03  0.63885088E+06  0.63885088E+06  0.63885088E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13524761E+03  0.65020744E+06  0.65020744E+06  0.65020744E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13434632E+03  0.67225966E+06  0.67225966E+06  0.67225966E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13345553E+03  0.68692814E+06  0.68692814E+06  0.68692814E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13257789E+03  0.70342950E+06  0.70342950E+06  0.70342950E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13171172E+03  0.73142966E+06  0.73142966E+06  0.73142966E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13085679E+03  0.75883450E+06  0.75883450E+06  0.75883450E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13001153E+03  0.77046768E+06  0.77046768E+06  0.77046768E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12917846E+03  0.77111326E+06  0.77111326E+06  0.77111326E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12835600E+03  0.76707290E+06  0.76707290E+06  0.76707290E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12754394E+03  0.75759299E+06  0.75759299E+06  0.75759299E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12674080E+03  0.74986985E+06  0.74986985E+06  0.74986985E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12594900E+03  0.74213870E+06  0.74213870E+06  0.74213870E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12516702E+03  0.73973634E+06  0.73973634E+06  0.73973634E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12439469E+03  0.75279267E+06  0.75279267E+06  0.75279267E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12363061E+03  0.77464678E+06  0.77464678E+06  0.77464678E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12287707E+03  0.79030799E+06  0.79030799E+06  0.79030799E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12213266E+03  0.79574303E+06  0.79574303E+06  0.79574303E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12139722E+03  0.79583264E+06  0.79583264E+06  0.79583264E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.12066940E+03  0.78206475E+06  0.78206475E+06  0.78206475E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11995142E+03  0.75460936E+06  0.75460936E+06  0.75460936E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11924194E+03  0.73064817E+06  0.73064817E+06  0.73064817E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11854080E+03  0.71623049E+06  0.71623049E+06  0.71623049E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11784673E+03  0.71380277E+06  0.71380277E+06  0.71380277E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11716186E+03  0.72125135E+06  0.72125135E+06  0.72125135E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11648489E+03  0.72744137E+06  0.72744137E+06  0.72744137E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11581571E+03  0.72692268E+06  0.72692268E+06  0.72692268E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11515310E+03  0.70919783E+06  0.70919783E+06  0.70919783E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11449909E+03  0.68086581E+06  0.68086581E+06  0.68086581E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11385246E+03  0.65641459E+06  0.65641459E+06  0.65641459E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11321310E+03  0.64063958E+06  0.64063958E+06  0.64063958E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11257985E+03  0.63330427E+06  0.63330427E+06  0.63330427E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11195466E+03  0.64139565E+06  0.64139565E+06  0.64139565E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11133638E+03  0.67325033E+06  0.67325033E+06  0.67325033E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11072489E+03  0.72383813E+06  0.72383813E+06  0.72383813E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.11011910E+03  0.79032028E+06  0.79032028E+06  0.79032028E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10952087E+03  0.87514319E+06  0.87514319E+06  0.87514319E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10892910E+03  0.93655692E+06  0.93655692E+06  0.93655692E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10834370E+03  0.93791033E+06  0.93791033E+06  0.93791033E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10776361E+03  0.91686266E+06  0.91686266E+06  0.91686266E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10719064E+03  0.89928960E+06  0.89928960E+06  0.89928960E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10662372E+03  0.85861617E+06  0.85861617E+06  0.85861617E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10606277E+03  0.79023399E+06  0.79023399E+06  0.79023399E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10550679E+03  0.72756687E+06  0.72756687E+06  0.72756687E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10495750E+03  0.68391490E+06  0.68391490E+06  0.68391490E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10441390E+03  0.65121697E+06  0.65121697E+06  0.65121697E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10387590E+03  0.63219525E+06  0.63219525E+06  0.63219525E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10334255E+03  0.62217219E+06  0.62217219E+06  0.62217219E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10281551E+03  0.61825797E+06  0.61825797E+06  0.61825797E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10229381E+03  0.62989447E+06  0.62989447E+06  0.62989447E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10177738E+03  0.65830649E+06  0.65830649E+06  0.65830649E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
