      #Energy        TDOS-UP        TDOS-DOWN
     -11.51879       0.00000       0.00000
     -11.50179       0.00000       0.00000
     -11.48579       0.00000       0.00000
     -11.46879       0.00000       0.00000
     -11.45179       0.00000       0.00000
     -11.43479       0.00000       0.00000
     -11.41879       0.00000       0.00000
     -11.40179       0.00000       0.00000
     -11.38479       0.00000       0.00000
     -11.36779       0.00000       0.00000
     -11.35179       0.00000       0.00000
     -11.33479       0.00000       0.00000
     -11.31779       0.00000       0.00000
     -11.30079       0.00000       0.00000
     -11.28479       0.00000       0.00000
     -11.26779       0.00000       0.00000
     -11.25079       0.00000       0.00000
     -11.23379       0.00000       0.00000
     -11.21679       0.00000       0.00000
     -11.20079       0.00000       0.00000
     -11.18379       0.00000       0.00000
     -11.16679       0.00000       0.00000
     -11.14979       0.00000       0.00000
     -11.13379       0.00000       0.00000
     -11.11679       0.00000       0.00000
     -11.09979       0.00000       0.00000
     -11.08279       0.00000       0.00000
     -11.06679       0.00000       0.00000
     -11.04979       0.00000       0.00000
     -11.03279       0.00000       0.00000
     -11.01579       0.00000       0.00000
     -10.99979       0.00000       0.00000
     -10.98279       0.00000       0.00000
     -10.96579       0.00000       0.00000
     -10.94879       0.00000       0.00000
     -10.93179       0.00000       0.00000
     -10.91579       0.00000       0.00000
     -10.89879       0.00000       0.00000
     -10.88179       0.00000       0.00000
     -10.86479       0.00000       0.00000
     -10.84879       0.00000       0.00000
     -10.83179       0.00000       0.00000
     -10.81479       0.00000       0.00000
     -10.79779       0.00000       0.00000
     -10.78179       0.00000       0.00000
     -10.76479       0.00000       0.00000
     -10.74779       0.00000       0.00000
     -10.73079       0.00000       0.00000
     -10.71479       0.00000       0.00000
     -10.69779       0.00000       0.00000
     -10.68079       0.00000       0.00000
     -10.66379       0.00000       0.00000
     -10.64679       0.00000       0.00000
     -10.63079       0.00000       0.00000
     -10.61379       0.00000       0.00000
     -10.59679       0.00000       0.00000
     -10.57979       0.00000       0.00000
     -10.56379       0.00000       0.00000
     -10.54679       0.00000       0.00000
     -10.52979       0.00000       0.00000
     -10.51279       0.00000       0.00000
     -10.49679       0.00000       0.00000
     -10.47979       0.00000       0.00000
     -10.46279       0.00000       0.00000
     -10.44579       0.00000       0.00000
     -10.42979       0.00000       0.00000
     -10.41279       0.00000       0.00000
     -10.39579       0.00000       0.00000
     -10.37879       0.00000       0.00000
     -10.36179       0.00000       0.00000
     -10.34579       0.00000       0.00000
     -10.32879       0.00000       0.00000
     -10.31179       0.00000       0.00000
     -10.29479       0.00000       0.00000
     -10.27879       0.00000       0.00000
     -10.26179       0.00000       0.00000
     -10.24479       0.00000       0.00000
     -10.22779       0.00000       0.00000
     -10.21179       0.00000       0.00000
     -10.19479       0.00000       0.00000
     -10.17779       0.00000       0.00000
     -10.16079       0.00000       0.00000
     -10.14479       0.00000       0.00000
     -10.12779       0.00000       0.00000
     -10.11079       0.00000       0.00000
     -10.09379       0.00000       0.00000
     -10.07679       0.00000       0.00000
     -10.06079       0.00000       0.00000
     -10.04379       0.00000       0.00000
     -10.02679       0.00000       0.00000
     -10.00979       0.00000       0.00000
      -9.99379       0.00000       0.00000
      -9.97679       0.00000       0.00000
      -9.95979       0.00000       0.00000
      -9.94279       0.00000       0.00000
      -9.92679       0.00000       0.00000
      -9.90979       0.00000       0.00000
      -9.89279       0.00000       0.00000
      -9.87579       0.00000       0.00000
      -9.85979       0.00000       0.00000
      -9.84279       0.00000       0.00000
      -9.82579       0.00000       0.00000
      -9.80879       0.00000       0.00000
      -9.79179       0.00000       0.00000
      -9.77579       0.00000       0.00000
      -9.75879       0.00000       0.00000
      -9.74179       0.00000       0.00000
      -9.72479       0.00000       0.00000
      -9.70879       0.00000       0.00000
      -9.69179       0.00000       0.00000
      -9.67479       0.00000       0.00000
      -9.65779       0.00000       0.00000
      -9.64179       0.00000       0.00000
      -9.62479       0.00000       0.00000
      -9.60779       0.00000       0.00000
      -9.59079       0.00000       0.00000
      -9.57479       0.00000       0.00000
      -9.55779       0.00000       0.00000
      -9.54079       0.00000       0.00000
      -9.52379       0.00000       0.00000
      -9.50679       0.00000       0.00000
      -9.49079       0.00000       0.00000
      -9.47379       0.00000       0.00000
      -9.45679       0.00000       0.00000
      -9.43979       0.00000       0.00000
      -9.42379       0.00000       0.00000
      -9.40679       0.00000       0.00000
      -9.38979       0.00000       0.00000
      -9.37279       0.00000       0.00000
      -9.35679       0.00000       0.00000
      -9.33979       0.00000       0.00000
      -9.32279       0.00000       0.00000
      -9.30579       0.00000       0.00000
      -9.28979       0.00000       0.00000
      -9.27279       0.00000       0.00000
      -9.25579       0.00000       0.00000
      -9.23879       0.00000       0.00000
      -9.22279       0.00000       0.00000
      -9.20579       0.00000       0.00000
      -9.18879       0.00000       0.00000
      -9.17179       0.00000       0.00000
      -9.15479       0.00000       0.00000
      -9.13879       0.00000       0.00000
      -9.12179       0.00000       0.00000
      -9.10479       0.00000       0.00000
      -9.08779       0.00000       0.00000
      -9.07179       0.00000       0.00000
      -9.05479       0.00000       0.00000
      -9.03779       0.00000       0.00000
      -9.02079       0.00000       0.00000
      -9.00479       0.00000       0.00000
      -8.98779       0.00000       0.00000
      -8.97079       0.00000       0.00000
      -8.95379       0.00000       0.00000
      -8.93779       0.00000       0.00000
      -8.92079       0.00000       0.00000
      -8.90379       0.00000       0.00000
      -8.88679       0.00000       0.00000
      -8.86979       0.00000       0.00000
      -8.85379       0.00000       0.00000
      -8.83679       0.00000       0.00000
      -8.81979       0.00000       0.00000
      -8.80279       0.00000       0.00000
      -8.78679       0.00000       0.00000
      -8.76979       0.00000       0.00000
      -8.75279       0.00000       0.00000
      -8.73579       0.00000       0.00000
      -8.71979       0.00000       0.00000
      -8.70279       0.00000       0.00000
      -8.68579       0.00000       0.00000
      -8.66879       0.00000       0.00000
      -8.65279       0.00000       0.00000
