#K-Path  Band-1   Band-2   Band-3   Band-4      ...   Band-n
  1.9108  -15.2604  -15.1943  -15.1863  -13.3065  -13.3062  -13.3062  -13.0119  -12.9869   -2.4530   -2.0100   -1.9108   -1.0553   -0.3491   -0.3473   -0.3388   -0.1634   -0.1315   -0.0767   -0.0278   -0.0128    0.1152    0.4861    0.5002    1.0563    6.3024    6.4034    6.6228    8.4774
  1.9564  -15.2669  -15.1971  -15.1924  -13.3063  -13.3061  -13.3061  -12.9958  -12.9814   -2.3024   -2.0197   -1.9630   -1.0847   -0.3351   -0.3343   -0.3282   -0.1614   -0.1440   -0.0707   -0.0318   -0.0224    0.0018    0.4785    0.4876    0.9705    6.4329    6.4995    6.6289    8.7105
  2.0020  -15.2717  -15.1995  -15.1970  -13.3061  -13.3060  -13.3060  -12.9839  -12.9775   -2.1686   -2.0272   -2.0011   -1.1325   -0.3254   -0.3228   -0.3199   -0.1609   -0.1536   -0.1023   -0.0392   -0.0351   -0.0299    0.4728    0.4772    0.9041    6.5400    6.5737    6.6326    8.9231
  2.0477  -15.2747  -15.2006  -15.2000  -13.3060  -13.3059  -13.3059  -12.9768  -12.9752   -2.0700   -2.0310   -2.0251   -1.1816   -0.3168   -0.3153   -0.3147   -0.1610   -0.1593   -0.1458   -0.0388   -0.0362   -0.0348    0.4691    0.4703    0.8619    6.6109    6.6205    6.6356    8.9968
  2.0933  -15.2756  -15.2005  -15.2005  -13.3059  -13.3059  -13.3059  -12.9743  -12.9743   -2.0318   -2.0318   -2.0318   -1.2035   -0.3128   -0.3128   -0.3128   -0.1610   -0.1610   -0.1610   -0.0359   -0.0359   -0.0359    0.4679    0.4679    0.8474    6.6370    6.6370    6.6370    8.9690
  2.0933  -15.2756  -15.2005  -15.2005  -13.3059  -13.3059  -13.3059  -12.9743  -12.9743   -2.0318   -2.0318   -2.0318   -1.2035   -0.3128   -0.3128   -0.3128   -0.1610   -0.1610   -0.1610   -0.0359   -0.0359   -0.0359    0.4679    0.4679    0.8474    6.6370    6.6370    6.6370    8.9690
  2.1492  -15.2742  -15.2002  -15.2002  -13.3060  -13.3060  -13.3060  -12.9768  -12.9768   -2.0909   -2.0246   -2.0246   -1.1721   -0.3175   -0.3175   -0.3156   -0.1605   -0.1605   -0.1370   -0.0378   -0.0378   -0.0350    0.4706    0.4706    0.8690    6.6104    6.6104    6.6243    9.0035
  2.2051  -15.2696  -15.1970  -15.1970  -13.3061  -13.3061  -13.3061  -12.9839  -12.9839   -2.2375   -1.9985   -1.9985   -1.1102   -0.3298   -0.3298   -0.3173   -0.1613   -0.1613   -0.0637   -0.0371   -0.0371   -0.0279    0.4783    0.4783    0.9311    6.5398    6.5398    6.5865    8.8161
  2.2610  -15.2619  -15.1923  -15.1923  -13.3063  -13.3063  -13.3063  -12.9958  -12.9958   -2.4273   -1.9569   -1.9569   -1.0642   -0.3474   -0.3474   -0.3128   -0.1708   -0.1708   -0.0316   -0.0316   -0.0169    0.0605    0.4897    0.4897    1.0262    6.4368    6.4368    6.5181    8.5492
  2.3169  -15.2516  -15.1858  -15.1858  -13.3065  -13.3065  -13.3065  -13.0119  -13.0119   -2.6348   -1.8994   -1.8994   -1.0488   -0.3682   -0.3682   -0.3049   -0.1911   -0.1911   -0.0177   -0.0177   -0.0019    0.2321    0.5032    0.5032    1.1445    6.3171    6.3171    6.4143    8.3064
  2.3728  -15.2389  -15.1781  -15.1781  -13.3069  -13.3069  -13.3069  -13.0320  -13.0320   -2.8474   -1.8278   -1.8278   -1.0562   -0.3919   -0.3919   -0.2971   -0.2199   -0.2199    0.0019    0.0019    0.0153    0.4422    0.5172    0.5172    1.2758    6.1916    6.1916    6.2741    8.1115
  2.4287  -15.2237  -15.1690  -15.1690  -13.3072  -13.3072  -13.3072  -13.0554  -13.0554   -3.0582   -1.7426   -1.7426   -1.0745   -0.4193   -0.4193   -0.2911   -0.2509   -0.2509    0.0252    0.0252    0.0350    0.5306    0.5306    0.6761    1.4106    6.0690    6.0690    6.1054    7.9691
  2.4845  -15.2074  -15.1588  -15.1588  -13.3077  -13.3077  -13.3077  -13.0817  -13.0817   -3.2628   -1.6458   -1.6458   -1.0942   -0.4514   -0.4514   -0.2869   -0.2807   -0.2807    0.0498    0.0498    0.0577    0.5423    0.5423    0.9209    1.5406    5.9238    5.9545    5.9545    7.8688
  2.5404  -15.1894  -15.1470  -15.1470  -13.3082  -13.3081  -13.3081  -13.1100  -13.1100   -3.4581   -1.5384   -1.5384   -1.1091   -0.4891   -0.4891   -0.3042   -0.3042   -0.2846    0.0753    0.0753    0.0827    0.5520    0.5520    1.1658    1.6621    5.7473    5.8516    5.8516    7.8510
  2.5963  -15.1709  -15.1345  -15.1345  -13.3087  -13.3086  -13.3086  -13.1397  -13.1397   -3.6421   -1.4235   -1.4235   -1.1158   -0.5317   -0.5317   -0.3217   -0.3217   -0.2839    0.1002    0.1002    0.1084    0.5590    0.5590    1.3888    1.7840    5.5913    5.7613    5.7613    7.6003
  2.6522  -15.1521  -15.1216  -15.1216  -13.3092  -13.3091  -13.3091  -13.1700  -13.1700   -3.8132   -1.3039   -1.3039   -1.1133   -0.5772   -0.5772   -0.3333   -0.3333   -0.2848    0.1242    0.1242    0.1359    0.5633    0.5633    1.5459    1.9421    5.4661    5.6839    5.6839    7.3487
  2.7081  -15.1332  -15.1088  -15.1088  -13.3097  -13.3096  -13.3096  -13.2001  -13.2001   -3.9696   -1.1833   -1.1833   -1.0998   -0.6233   -0.6233   -0.3398   -0.3398   -0.2872    0.1472    0.1472    0.1607    0.5646    0.5646    1.6091    2.1613    5.3762    5.6188    5.6188    7.1021
  2.7640  -15.1150  -15.0957  -15.0957  -13.3101  -13.3101  -13.3101  -13.2292  -13.2292   -4.1106   -1.0764   -1.0637   -1.0637   -0.6666   -0.6666   -0.3429   -0.3429   -0.2909    0.1702    0.1702    0.1861    0.5636    0.5636    1.6043    2.4162    5.3202    5.5651    5.5651    6.8671
  2.8199  -15.0977  -15.0832  -15.0832  -13.3106  -13.3106  -13.3106  -13.2564  -13.2564   -4.2349   -1.0446   -0.9519   -0.9519   -0.7043   -0.7043   -0.3431   -0.3431   -0.2959    0.1930    0.1930    0.2103    0.5607    0.5607    1.5587    2.6837    5.2928    5.5205    5.5205    6.6494
  2.8758  -15.0821  -15.0722  -15.0722  -13.3110  -13.3110  -13.3110  -13.2811  -13.2811   -4.3419   -1.0065   -0.8591   -0.8591   -0.7293   -0.7293   -0.3416   -0.3416   -0.3025    0.2150    0.2150    0.2310    0.5562    0.5562    1.4902    2.9509    5.2867    5.4828    5.4828    6.4545
  2.9317  -15.0687  -15.0626  -15.0626  -13.3113  -13.3113  -13.3113  -13.3024  -13.3024   -4.4309   -0.9652   -0.8198   -0.8198   -0.7085   -0.7085   -0.3395   -0.3395   -0.3101    0.2360    0.2360    0.2497    0.5510    0.5510    1.4126    3.2089    5.2952    5.4503    5.4503    6.2884
  2.9876  -15.0576  -15.0541  -15.0541  -13.3196  -13.3196  -13.3116  -13.3116  -13.3116   -4.5002   -0.9236   -0.8283   -0.8283   -0.6486   -0.6486   -0.3372   -0.3372   -0.3182    0.2553    0.2553    0.2659    0.5456    0.5456    1.3381    3.4491    5.3146    5.4229    5.4229    6.1572
  3.0435  -15.0496  -15.0485  -15.0485  -13.3324  -13.3324  -13.3118  -13.3118  -13.3118   -4.5505   -0.8886   -0.8436   -0.8436   -0.5969   -0.5969   -0.3355   -0.3355   -0.3260    0.2708    0.2708    0.2758    0.5408    0.5408    1.2765    3.6501    5.3398    5.4000    5.4000    6.0626
  3.0994  -15.0451  -15.0448  -15.0448  -13.3403  -13.3403  -13.3119  -13.3119  -13.3119   -4.5808   -0.8656   -0.8536   -0.8536   -0.5639   -0.5639   -0.3343   -0.3343   -0.3318    0.2810    0.2810    0.2825    0.5375    0.5375    1.2361    3.7893    5.3661    5.3844    5.3844    6.0067
  3.1552  -15.0435  -15.0435  -15.0435  -13.3429  -13.3429  -13.3120  -13.3120  -13.3120   -4.5909   -0.8571   -0.8571   -0.8571   -0.5526   -0.5526   -0.3340   -0.3340   -0.3340    0.2847    0.2847    0.2847    0.5363    0.5363    1.2220    3.8399    5.3788    5.3788    5.3788    5.9882
  3.1552  -15.0435  -15.0435  -15.0435  -13.3429  -13.3429  -13.3120  -13.3120  -13.3120   -4.5909   -0.8571   -0.8571   -0.8571   -0.5526   -0.5526   -0.3340   -0.3340   -0.3340    0.2847    0.2847    0.2847    0.5363    0.5363    1.2220    3.8399    5.3788    5.3788    5.3788    5.9882
  3.2009  -15.0450  -15.0448  -15.0435  -13.3420  -13.3403  -13.3119  -13.3119  -13.3119   -4.5842   -0.8629   -0.8548   -0.8546   -0.5639   -0.5564   -0.3343   -0.3342   -0.3325    0.2821    0.2823    0.2833    0.5368    0.5373    1.2314    3.8061    5.3549    5.3833    5.3972    5.9906
  3.2465  -15.0496  -15.0486  -15.0438  -13.3394  -13.3324  -13.3119  -13.3119  -13.3118   -4.5640   -0.8797   -0.8481   -0.8475   -0.5978   -0.5679   -0.3354   -0.3353   -0.3281    0.2741    0.2747    0.2786    0.5384    0.5403    1.2589    3.7118    5.2960    5.3913    5.4513    5.9978
  3.2921  -15.0562  -15.0544  -15.0435  -13.3352  -13.3197  -13.3118  -13.3118  -13.3116   -4.5303   -0.9035   -0.8367   -0.8364   -0.6506   -0.5856   -0.3379   -0.3376   -0.3205    0.2636    0.2640    0.2717    0.5411    0.5445    1.3022    3.5756    5.2238    5.3940    5.5394    6.0100
