  #energy          xx             yy              zz              xy              yz              zx
  0.13576300E+02  0.35465301E+00  0.27199800E+00  0.33003875E+00  0.31443010E+02             NaN             NaN
  0.13659600E+02  0.32400769E+00  0.26090460E+00  0.30532687E+00  0.33551992E+02             NaN             NaN
  0.13742800E+02  0.29679379E+00  0.24969534E+00  0.29008976E+00  0.35294118E+02             NaN             NaN
  0.13826100E+02  0.27861190E+00  0.23812923E+00  0.28171650E+00  0.37311112E+02             NaN             NaN
  0.13909400E+02  0.26801847E+00  0.22666948E+00  0.27908931E+00  0.39673793E+02             NaN             NaN
  0.13992700E+02  0.26159618E+00  0.21848981E+00  0.28228983E+00  0.41363931E+02             NaN             NaN
  0.14076000E+02  0.25869370E+00  0.21663635E+00  0.29123303E+00  0.42144271E+02             NaN             NaN
  0.14159300E+02  0.26067335E+00  0.22153307E+00  0.30539852E+00  0.43250328E+02             NaN             NaN
  0.14242600E+02  0.26872660E+00  0.23151903E+00  0.32421113E+00  0.45635088E+02             NaN             NaN
  0.14325900E+02  0.28259027E+00  0.24534369E+00  0.34755399E+00  0.50374404E+02             NaN             NaN
  0.14409200E+02  0.30013662E+00  0.26205784E+00  0.37477256E+00  0.57965451E+02             NaN             NaN
  0.14492500E+02  0.31820697E+00  0.27777776E+00  0.40324222E+00  0.66690981E+02             NaN             NaN
  0.14575700E+02  0.33362403E+00  0.28460262E+00  0.42821017E+00  0.72699925E+02             NaN             NaN
  0.14659000E+02  0.34391863E+00  0.27511183E+00  0.44484229E+00  0.74328588E+02             NaN             NaN
  0.14742300E+02  0.34839153E+00  0.25122525E+00  0.45121114E+00  0.73794687E+02             NaN             NaN
  0.14825600E+02  0.34755443E+00  0.22425975E+00  0.45023664E+00  0.72456047E+02             NaN             NaN
  0.14908900E+02  0.34348636E+00  0.20401312E+00  0.44710316E+00  0.68482490E+02             NaN             NaN
  0.14992200E+02  0.33859837E+00  0.19253688E+00  0.44675014E+00  0.51967335E+02             NaN             NaN
  0.15075500E+02  0.33519854E+00  0.18753903E+00  0.45148864E+00 -0.43383948E+01             NaN             NaN
  0.15158800E+02  0.33442992E+00  0.18729147E+00  0.45926136E+00 -0.17431193E+03             NaN             NaN
  0.15242100E+02  0.33619222E+00  0.19211239E+00  0.46532572E+00 -0.43478261E+03             NaN             NaN
  0.15325400E+02  0.33989660E+00  0.20399834E+00  0.46687510E+00 -0.20512821E+03             NaN             NaN
  0.15408600E+02  0.34343254E+00  0.22571623E+00  0.46565573E+00  0.10619469E+03             NaN             NaN
