   #Energy      xx              yy   
  0.32162200E+02  0.68123238E+00  0.68123238E+00
  0.32229500E+02  0.70784685E+00  0.70784685E+00
  0.32296800E+02  0.73602980E+00  0.73602980E+00
  0.32364100E+02  0.76432404E+00  0.76432404E+00
  0.32431400E+02  0.78868879E+00  0.78868879E+00
  0.32498600E+02  0.80615155E+00  0.80615155E+00
  0.32565900E+02  0.81446060E+00  0.81446060E+00
  0.32633200E+02  0.81355634E+00  0.81355634E+00
  0.32700500E+02  0.80597433E+00  0.80597433E+00
  0.32767800E+02  0.79427151E+00  0.79427151E+00
  0.32835100E+02  0.77842271E+00  0.77842271E+00
  0.32902300E+02  0.75840048E+00  0.75840048E+00
  0.32969600E+02  0.73567810E+00  0.73567810E+00
  0.33036900E+02  0.71397924E+00  0.71397924E+00
  0.33104200E+02  0.69706040E+00  0.69706040E+00
  0.33171500E+02  0.68682996E+00  0.68682996E+00
  0.33238800E+02  0.68445853E+00  0.68445853E+00
  0.33306100E+02  0.68773064E+00  0.68773064E+00
  0.33373300E+02  0.69516646E+00  0.69516646E+00
