2.35 9.41449e-153  9.41449e-153 9.41449e-153 9.41449e-153
2.36 1.43933e-152  1.43933e-152 1.43933e-152 1.43933e-152
2.37 2.19657e-152  2.19657e-152 2.19657e-152 2.19657e-152
2.38 3.34622e-152  3.34622e-152 3.34622e-152 3.34622e-152
2.39 5.0886e-152  5.0886e-152 5.0886e-152 5.0886e-152
2.4 7.72469e-152  7.72469e-152 7.72469e-152 7.72469e-152
2.41 1.1706e-151  1.1706e-151 1.1706e-151 1.1706e-151
2.42 1.77088e-151  1.77088e-151 1.77088e-151 1.77088e-151
2.43 2.67442e-151  2.67442e-151 2.67442e-151 2.67442e-151
2.44 4.03211e-151  4.03211e-151 4.03211e-151 4.03211e-151
2.45 6.06884e-151  6.06884e-151 6.06884e-151 6.06884e-151
2.46 9.11917e-151  9.11917e-151 9.11917e-151 9.11917e-151
2.47 1.368e-150  1.368e-150 1.368e-150 1.368e-150
2.48 2.04884e-150  2.04884e-150 2.04884e-150 2.04884e-150
2.49 3.06352e-150  3.06352e-150 3.06352e-150 3.06352e-150
2.5 4.57334e-150  4.57334e-150 4.57334e-150 4.57334e-150
2.51 6.81634e-150  6.81634e-150 6.81634e-150 6.81634e-150
2.52 1.01433e-149  1.01433e-149 1.01433e-149 1.01433e-149
2.53 1.50703e-149  1.50703e-149 1.50703e-149 1.50703e-149
2.54 2.23557e-149  2.23557e-149 2.23557e-149 2.23557e-149
2.55 3.31116e-149  3.31116e-149 3.31116e-149 3.31116e-149
2.56 4.89671e-149  4.89671e-149 4.89671e-149 4.89671e-149
2.57 7.23045e-149  7.23045e-149 7.23045e-149 7.23045e-149
2.58 1.06603e-148  1.06603e-148 1.06603e-148 1.06603e-148
2.59 1.56935e-148  1.56935e-148 1.56935e-148 1.56935e-148
2.6 2.30686e-148  2.30686e-148 2.30686e-148 2.30686e-148
2.61 3.38596e-148  3.38596e-148 3.38596e-148 3.38596e-148
2.62 4.96254e-148  4.96254e-148 4.96254e-148 4.96254e-148
2.63 7.26263e-148  7.26263e-148 7.26263e-148 7.26263e-148
2.64 1.06134e-147  1.06134e-147 1.06134e-147 1.06134e-147
2.65 1.54879e-147  1.54879e-147 1.54879e-147 1.54879e-147
2.66 2.2569e-147  2.2569e-147 2.2569e-147 2.2569e-147
2.67 3.28411e-147  3.28411e-147 3.28411e-147 3.28411e-147
2.68 4.77215e-147  4.77215e-147 4.77215e-147 4.77215e-147
2.69 6.92477e-147  6.92477e-147 6.92477e-147 6.92477e-147
2.7 1.00345e-146  1.00345e-146 1.00345e-146 1.00345e-146
2.71 1.45208e-146  1.45208e-146 1.45208e-146 1.45208e-146
2.72 2.09843e-146  2.09843e-146 2.09843e-146 2.09843e-146
2.73 3.02838e-146  3.02838e-146 3.02838e-146 3.02838e-146
2.74 4.36459e-146  4.36459e-146 4.36459e-146 4.36459e-146
2.75 6.282e-146  6.282e-146 6.282e-146 6.282e-146
2.76 9.02979e-146  9.02979e-146 9.02979e-146 9.02979e-146
2.77 1.29624e-145  1.29624e-145 1.29624e-145 1.29624e-145
2.78 1.85836e-145  1.85836e-145 1.85836e-145 1.85836e-145
2.79 2.6608e-145  2.6608e-145 2.6608e-145 2.6608e-145
2.8 3.80482e-145  3.80482e-145 3.80482e-145 3.80482e-145
2.81 5.4338e-145  5.4338e-145 5.4338e-145 5.4338e-145
2.82 7.75036e-145  7.75036e-145 7.75036e-145 7.75036e-145
2.83 1.10406e-144  1.10406e-144 1.10406e-144 1.10406e-144
2.84 1.57081e-144  1.57081e-144 1.57081e-144 1.57081e-144
2.85 2.23211e-144  2.23211e-144 2.23211e-144 2.23211e-144
2.86 3.1679e-144  3.1679e-144 3.1679e-144 3.1679e-144
2.87 4.49052e-144  4.49052e-144 4.49052e-144 4.49052e-144
2.88 6.35761e-144  6.35761e-144 6.35761e-144 6.35761e-144
2.89 8.99017e-144  8.99017e-144 8.99017e-144 8.99017e-144
2.9 1.26976e-143  1.26976e-143 1.26976e-143 1.26976e-143
2.91 1.79126e-143  1.79126e-143 1.79126e-143 1.79126e-143
2.92 2.52396e-143  2.52396e-143 2.52396e-143 2.52396e-143
2.93 3.55219e-143  3.55219e-143 3.55219e-143 3.55219e-143
2.94 4.9935e-143  4.9935e-143 4.9935e-143 4.9935e-143
2.95 7.01149e-143  7.01149e-143 7.01149e-143 7.01149e-143
2.96 9.83369e-143  9.83369e-143 9.83369e-143 9.83369e-143
2.97 1.37761e-142  1.37761e-142 1.37761e-142 1.37761e-142
2.98 1.92772e-142  1.92772e-142 1.92772e-142 1.92772e-142
2.99 2.69447e-142  2.69447e-142 2.69447e-142 2.69447e-142
3 3.76197e-142  3.76197e-142 3.76197e-142 3.76197e-142
3.01 5.24657e-142  5.24657e-142 5.24657e-142 5.24657e-142
3.02 7.30896e-142  7.30896e-142 7.30896e-142 7.30896e-142
3.03 1.01709e-141  1.01709e-141 1.01709e-141 1.01709e-141
3.04 1.41381e-141  1.41381e-141 1.41381e-141 1.41381e-141
3.05 1.96314e-141  1.96314e-141 1.96314e-141 1.96314e-141
3.06 2.72298e-141  2.72298e-141 2.72298e-141 2.72298e-141
3.07 3.77288e-141  3.77288e-141 3.77288e-141 3.77288e-141
3.08 5.22206e-141  5.22206e-141 5.22206e-141 5.22206e-141
3.09 7.22024e-141  7.22024e-141 7.22024e-141 7.22024e-141
3.1 9.97257e-141  9.97257e-141 9.97257e-141 9.97257e-141
3.11 1.37597e-140  1.37597e-140 1.37597e-140 1.37597e-140
3.12 1.89655e-140  1.89655e-140 1.89655e-140 1.89655e-140
3.13 2.61139e-140  2.61139e-140 2.61139e-140 2.61139e-140
3.14 3.59199e-140  3.59199e-140 3.59199e-140 3.59199e-140
3.15 4.93581e-140  4.93581e-140 4.93581e-140 4.93581e-140
3.16 6.77554e-140  6.77554e-140 6.77554e-140 6.77554e-140
3.17 9.29168e-140  9.29168e-140 9.29168e-140 9.29168e-140
3.18 1.27295e-139  1.27295e-139 1.27295e-139 1.27295e-139
3.19 1.74221e-139  1.74221e-139 1.74221e-139 1.74221e-139
3.2 2.38211e-139  2.38211e-139 2.38211e-139 2.38211e-139
3.21 3.25386e-139  3.25386e-139 3.25386e-139 3.25386e-139
3.22 4.44031e-139  4.44031e-139 4.44031e-139 4.44031e-139
3.23 6.05354e-139  6.05354e-139 6.05354e-139 6.05354e-139
3.24 8.24497e-139  8.24497e-139 8.24497e-139 8.24497e-139
3.25 1.1219e-138  1.1219e-138 1.1219e-138 1.1219e-138
3.26 1.52514e-138  1.52514e-138 1.52514e-138 1.52514e-138
3.27 2.07135e-138  2.07135e-138 2.07135e-138 2.07135e-138
3.28 2.81056e-138  2.81056e-138 2.81056e-138 2.81056e-138
3.29 3.81003e-138  3.81003e-138 3.81003e-138 3.81003e-138
3.3 5.16015e-138  5.16015e-138 5.16015e-138 5.16015e-138
3.31 6.98227e-138  6.98227e-138 6.98227e-138 6.98227e-138
3.32 9.43919e-138  9.43919e-138 9.43919e-138 9.43919e-138
3.33 1.27491e-137  1.27491e-137 1.27491e-137 1.27491e-137
3.34 1.7204e-137  1.7204e-137 1.7204e-137 1.7204e-137
3.35 2.31949e-137  2.31949e-137 2.31949e-137 2.31949e-137
3.36 3.12441e-137  3.12441e-137 3.12441e-137 3.12441e-137
3.37 4.20493e-137  4.20493e-137 4.20493e-137 4.20493e-137
3.38 5.65414e-137  5.65414e-137 5.65414e-137 5.65414e-137
3.39 7.59615e-137  7.59615e-137 7.59615e-137 7.59615e-137
3.4 1.01963e-136  1.01963e-136 1.01963e-136 1.01963e-136
3.41 1.36746e-136  1.36746e-136 1.36746e-136 1.36746e-136
3.42 1.83238e-136  1.83238e-136 1.83238e-136 1.83238e-136
3.43 2.45326e-136  2.45326e-136 2.45326e-136 2.45326e-136
3.44 3.28173e-136  3.28173e-136 3.28173e-136 3.28173e-136
3.45 4.38626e-136  4.38626e-136 4.38626e-136 4.38626e-136
3.46 5.85761e-136  5.85761e-136 5.85761e-136 5.85761e-136
3.47 7.81599e-136  7.81599e-136 7.81599e-136 7.81599e-136
3.48 1.04205e-135  1.04205e-135 1.04205e-135 1.04205e-135
3.49 1.38813e-135  1.38813e-135 1.38813e-135 1.38813e-135
3.5 1.84764e-135  1.84764e-135 1.84764e-135 1.84764e-135
3.51 2.45725e-135  2.45725e-135 2.45725e-135 2.45725e-135
3.52 3.26534e-135  3.26534e-135 3.26534e-135 3.26534e-135
3.53 4.33569e-135  4.33569e-135 4.33569e-135 4.33569e-135
3.54 5.75225e-135  5.75225e-135 5.75225e-135 5.75225e-135
3.55 7.62555e-135  7.62555e-135 7.62555e-135 7.62555e-135
3.56 1.01009e-134  1.01009e-134 1.01009e-134 1.01009e-134
3.57 1.33692e-134  1.33692e-134 1.33692e-134 1.33692e-134
3.58 1.76811e-134  1.76811e-134 1.76811e-134 1.76811e-134
3.59 2.33655e-134  2.33655e-134 2.33655e-134 2.33655e-134
3.6 3.08534e-134  3.08534e-134 3.08534e-134 3.08534e-134
3.61 4.07095e-134  4.07095e-134 4.07095e-134 4.07095e-134
3.62 5.3673e-134  5.3673e-134 5.3673e-134 5.3673e-134
3.63 7.07104e-134  7.07104e-134 7.07104e-134 7.07104e-134
3.64 9.30854e-134  9.30854e-134 9.30854e-134 9.30854e-134
3.65 1.22448e-133  1.22448e-133 1.22448e-133 1.22448e-133
3.66 1.60952e-133  1.60952e-133 1.60952e-133 1.60952e-133
3.67 2.11405e-133  2.11405e-133 2.11405e-133 2.11405e-133
3.68 2.77467e-133  2.77467e-133 2.77467e-133 2.77467e-133
3.69 3.63905e-133  3.63905e-133 3.63905e-133 3.63905e-133
3.7 4.76919e-133  4.76919e-133 4.76919e-133 4.76919e-133
3.71 6.24574e-133  6.24574e-133 6.24574e-133 6.24574e-133
3.72 8.17348e-133  8.17348e-133 8.17348e-133 8.17348e-133
3.73 1.06885e-132  1.06885e-132 1.06885e-132 1.06885e-132
3.74 1.39673e-132  1.39673e-132 1.39673e-132 1.39673e-132
3.75 1.8239e-132  1.8239e-132 1.8239e-132 1.8239e-132
3.76 2.38e-132  2.38e-132 2.38e-132 2.38e-132
3.77 3.10347e-132  3.10347e-132 3.10347e-132 3.10347e-132
3.78 4.04401e-132  4.04401e-132 4.04401e-132 4.04401e-132
3.79 5.26589e-132  5.26589e-132 5.26589e-132 5.26589e-132
3.8 6.85219e-132  6.85219e-132 6.85219e-132 6.85219e-132
3.81 8.91016e-132  8.91016e-132 8.91016e-132 8.91016e-132
3.82 1.15782e-131  1.15782e-131 1.15782e-131 1.15782e-131
3.83 1.50349e-131  1.50349e-131 1.50349e-131 1.50349e-131
3.84 1.95103e-131  1.95103e-131 1.95103e-131 1.95103e-131
3.85 2.53007e-131  2.53007e-131 2.53007e-131 2.53007e-131
3.86 3.27875e-131  3.27875e-131 3.27875e-131 3.27875e-131
3.87 4.24611e-131  4.24611e-131 4.24611e-131 4.24611e-131
3.88 5.49521e-131  5.49521e-131 5.49521e-131 5.49521e-131
3.89 7.10704e-131  7.10704e-131 7.10704e-131 7.10704e-131
3.9 9.18557e-131  9.18557e-131 9.18557e-131 9.18557e-131
3.91 1.18642e-130  1.18642e-130 1.18642e-130 1.18642e-130
