144 	 136 	 0.001360 
146 	 128 	 0.001280 
148 	 141 	 0.001410 
150 	 101 	 0.001010 
152 	 112 	 0.001120 
154 	 111 	 0.001110 
156 	 98 	 0.000980 
158 	 78 	 0.000780 
160 	 88 	 0.000880 
162 	 88 	 0.000880 
164 	 67 	 0.000670 
166 	 65 	 0.000650 
168 	 59 	 0.000590 
170 	 60 	 0.000600 
172 	 66 	 0.000660 
174 	 43 	 0.000430 
176 	 47 	 0.000470 
178 	 42 	 0.000420 
180 	 55 	 0.000550 
182 	 40 	 0.000400 
184 	 37 	 0.000370 
186 	 31 	 0.000310 
188 	 28 	 0.000280 
190 	 26 	 0.000260 
192 	 35 	 0.000350 
194 	 19 	 0.000190 
196 	 21 	 0.000210 
198 	 21 	 0.000210 
200 	 21 	 0.000210 
202 	 22 	 0.000220 
204 	 13 	 0.000130 
206 	 18 	 0.000180 
208 	 15 	 0.000150 
210 	 14 	 0.000140 
212 	 13 	 0.000130 
214 	 10 	 0.000100 
216 	 12 	 0.000120 
218 	 13 	 0.000130 
220 	 9 	 0.000090 
222 	 8 	 0.000080 
224 	 6 	 0.000060 
226 	 8 	 0.000080 
228 	 8 	 0.000080 
230 	 6 	 0.000060 
232 	 3 	 0.000030 
234 	 7 	 0.000070 
236 	 5 	 0.000050 
238 	 2 	 0.000020 
240 	 8 	 0.000080 
242 	 2 	 0.000020 
244 	 2 	 0.000020 
246 	 2 	 0.000020 
248 	 3 	 0.000030 
250 	 2 	 0.000020 
252 	 2 	 0.000020 
254 	 1 	 0.000010 
256 	 1 	 0.000010 
260 	 2 	 0.000020 
264 	 1 	 0.000010 
266 	 2 	 0.000020 
268 	 1 	 0.000010 
278 	 1 	 0.000010 
286 	 1 	 0.000010 
292 	 1 	 0.000010 
304 	 1 	 0.000010 
308 	 1 	 0.000010 
